,Company Name,Industry,Symbol,Series,ISIN Code,nifty100,nifty200,nifty500,nifty500Multicap502525,nifty50,niftylargemidcap250,niftymicrocap250,niftymidcap100,niftymidcap150,niftymidcap50,niftymidcapselect,niftymidsmallcap400,niftynext50,niftysmallcap100,niftysmallcap250,niftysmallcap50
207,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,AEGISCHEM,EQ,INE208C01025,,,1,1,,,,,,,,1,,1,1,
208,Affle (India) Ltd.,Information Technology,AFFLE,EQ,INE00WC01027,,,1,1,,1,,,1,,,1,,,,
209,Ajanta Pharmaceuticals Ltd.,Healthcare,AJANTPHARM,EQ,INE031B01049,,,1,1,,1,,,1,,,1,,,,
210,Alkyl Amines Chemicals Ltd.,Chemicals,ALKYLAMINE,EQ,INE150B01039,,,1,1,,1,,,1,,,1,,,,
211,Allcargo Logistics Ltd.,Services,ALLCARGO,EQ,INE418H01029,,,1,1,,,,,,,,1,,1,1,
212,Alok Industries Ltd.,Textiles,ALOKINDS,BE,INE270A01029,,,1,1,,,,,,,,1,,1,1,1
213,Amara Raja Batteries Ltd.,Automobile and Auto Components,AMARAJABAT,EQ,INE885A01032,,,1,1,,,,,,,,1,,1,1,1
214,Amber Enterprises India Ltd.,Consumer Durables,AMBER,EQ,INE371P01015,,,1,1,,,,,,,,1,,1,1,1
215,Angel One Ltd.,Financial Services,ANGELONE,EQ,INE732I01013,,,1,1,,,,,,,,1,,1,1,1
216,Anupam Rasayan India Ltd.,Chemicals,ANURAS,EQ,INE930P01018,,,1,1,,,,,,,,1,,1,1,1
217,Aptus Value Housing Finance India Ltd.,Financial Services,APTUS,EQ,INE852O01025,,,1,1,,,,,,,,1,,1,1,
218,Asahi India Glass Ltd.,Automobile and Auto Components,ASAHIINDIA,EQ,INE439A01020,,,1,1,,,,,,,,1,,,1,
219,Aster DM Healthcare Ltd.,Healthcare,ASTERDM,EQ,INE914M01019,,,1,1,,,,,,,,1,,,1,
220,AstraZenca Pharma India Ltd.,Healthcare,ASTRAZEN,EQ,INE203A01020,,,1,1,,,,,,,,1,,,1,
221,Atul Ltd.,Chemicals,ATUL,EQ,INE100A01010,,,1,1,,1,,,1,,,1,,,,
222,Avanti Feeds Ltd.,Fast Moving Consumer Goods,AVANTIFEED,EQ,INE871C01038,,,1,1,,,,,,,,1,,1,1,
223,BASF India Ltd.,Chemicals,BASF,EQ,INE373A01013,,,1,1,,,,,,,,1,,1,1,
224,BSE Ltd.,Financial Services,BSE,EQ,INE118H01025,,,1,1,,,,,,,,1,,1,1,
225,Bajaj Electricals Ltd,Consumer Durables,BAJAJELEC,EQ,INE193E01025,,,1,1,,,,,,,,1,,1,1,1
226,Balaji Amines Ltd.,Chemicals,BALAMINES,EQ,INE050E01027,,,1,1,,,,,,,,1,,1,1,1
227,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,,,1,1,,,,,,,,1,,1,1,
228,Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,,,1,1,,,,,,,,1,,1,1,1
229,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022,,,1,1,,1,,,1,,,1,,,,
230,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01018,,,1,1,,,,,,,,1,,1,1,
231,Birla Corporation Ltd.,Construction Materials,BIRLACORPN,EQ,INE340A01012,,,1,1,,,,,,,,1,,1,1,1
232,Birlasoft Ltd.,Information Technology,BSOFT,EQ,INE836A01035,,,1,1,,,,,,,,1,,1,1,1
233,Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017,,,1,1,,1,,,1,,,1,,,,
234,Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039,,,1,1,,,,,,,,1,,,1,
235,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025,,,1,1,,,,,,,,1,,,1,
236,Borosil Renewables Ltd.,Capital Goods,BORORENEW,EQ,INE666D01022,,,1,1,,,,,,,,1,,,1,
237,Brigade Enterprises Ltd.,Realty,BRIGADE,EQ,INE791I01019,,,1,1,,,,,,,,1,,1,1,
238,Brightcom Group Ltd.,Information Technology,BCG,EQ,INE425B01027,,,1,1,,,,,,,,1,,1,1,
239,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,,,1,1,,,,,,,,1,,1,1,
240,CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,,,1,1,,,,,,,,1,,,1,
241,CESC Ltd.,Power,CESC,EQ,INE486A01021,,,1,1,,,,,,,,1,,1,1,1
242,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029,,,1,1,,1,,,1,,,1,,,,
243,CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025,,,1,1,,1,,,1,,,1,,,,
244,CSB Bank Ltd.,Financial Services,CSBBANK,EQ,INE679A01013,,,1,1,,,,,,,,1,,,1,
245,Can Fin Homes Ltd.,Financial Services,CANFINHOME,EQ,INE477A01020,,,1,1,,,,,,,,1,,1,1,1
246,Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026,,,1,1,,,,,,,,1,,,1,
247,Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01026,,,1,1,,,,,,,,1,,,1,
248,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034,,,1,1,,,,,,,,1,,1,1,
249,Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027,,,1,1,,,,,,,,1,,,1,
250,Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,,,1,1,,,,,,,,1,,,1,
251,Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,,,1,1,,,,,,,,1,,1,1,1
252,Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011,,,1,1,,,,,,,,1,,1,1,1
253,Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021,,,1,1,,,,,,,,1,,,1,
254,Century Textile & Industries Ltd.,Forest Materials,CENTURYTEX,EQ,INE055A01016,,,1,1,,,,,,,,1,,1,1,
255,Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017,,,1,1,,,,,,,,1,,,1,
256,Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016,,,1,1,,,,,,,,1,,,1,
257,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013,,,1,1,,,,,,,,1,,1,1,1
258,Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS,EQ,INE488A01050,,,1,1,,,,,,,,1,,1,1,1
259,Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033,,,1,1,,,,,,,,1,,,1,
260,City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021,,,1,1,,,,,,,,1,,1,1,
261,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01017,,,1,1,,,,,,,,1,,,1,
262,Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012,,,1,1,,,,,,,,1,,1,1,1
263,CreditAccess Grameen Ltd.,Financial Services,CREDITACC,EQ,INE741K01010,,,1,1,,,,,,,,1,,,1,
264,Cyient Ltd.,Information Technology,CYIENT,EQ,INE136B01020,,,1,1,,,,,,,,1,,1,1,1
265,DCM Shriram Ltd.,Diversified,DCMSHRIRAM,EQ,INE499A01024,,,1,1,,,,,,,,1,,1,1,
266,Delta Corp Ltd.,Consumer Services,DELTACORP,EQ,INE124G01033,,,1,1,,,,,,,,1,,1,1,
267,Devyani International Ltd.,Consumer Services,DEVYANI,EQ,INE872J01023,,,1,1,,,,,,,,1,,1,1,1
268,Dhani Services Ltd.,Financial Services,DHANI,EQ,INE274G01010,,,1,1,,,,,,,,1,,,1,
269,Dilip Buildcon Ltd.,Construction,DBL,EQ,INE917M01012,,,1,1,,,,,,,,1,,1,1,1
270,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,EIDPARRY,EQ,INE126A01031,,,1,1,,,,,,,,1,,1,1,
271,EIH Ltd.,Consumer Services,EIHOTEL,EQ,INE230A01023,,,1,1,,,,,,,,1,,,1,
272,EPL Ltd.,Capital Goods,EPL,EQ,INE255A01020,,,1,1,,,,,,,,1,,,1,
273,Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP,EQ,INE07O001018,,,1,1,,,,,,,,1,,,1,
274,Edelweiss Financial Services Ltd.,Financial Services,EDELWEISS,EQ,INE532F01054,,,1,1,,,,,,,,1,,1,1,
275,Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027,,,1,1,,,,,,,,1,,,1,
276,Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,,,1,1,,1,,,1,,,1,,,,
277,Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028,,,1,1,,,,,,,,1,,,1,
278,Equitas Holdings Ltd.,Financial Services,EQUITAS,EQ,INE988K01017,,,1,1,,,,,,,,1,,,1,
279,Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK,EQ,INE063P01018,,,1,1,,,,,,,,1,,,1,
280,Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024,,,1,1,,,,,,,,1,,,1,
281,FDC Ltd.,Healthcare,FDC,EQ,INE258B01022,,,1,1,,,,,,,,1,,,1,
282,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015,,,1,1,,,,,,,,1,,,1,
283,Fine Organic Industries Ltd.,Chemicals,FINEORG,EQ,INE686Y01026,,,1,1,,,,,,,,1,,1,1,
284,Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022,,,1,1,,,,,,,,1,,,1,
285,Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024,,,1,1,,,,,,,,1,,,1,
286,Firstsource Solutions Ltd.,Information Technology,FSL,EQ,INE684F01012,,,1,1,,,,,,,,1,,1,1,1
287,G R Infraprojects Ltd.,Construction,GRINFRA,EQ,INE201P01022,,,1,1,,,,,,,,1,,,1,
288,GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR,EQ,INE541A01023,,,1,1,,,,,,,,1,,1,1,
289,GMR Infrastructure Ltd.,Services,GMRINFRA,EQ,INE776C01039,,,1,1,,1,,,1,,,1,,,,
290,Galaxy Surfactants Ltd.,Chemicals,GALAXYSURF,EQ,INE600K01018,,,1,1,,,,,,,,1,,,1,
291,Garware Technical Fibres Ltd.,Textiles,GARFIBRES,EQ,INE276A01018,,,1,1,,,,,,,,1,,,1,
292,General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,,,1,1,,1,,,1,,,1,,,,
293,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016,,,1,1,,1,,,1,,,1,,,,
294,Glenmark Life Sciences Ltd.,Healthcare,GLS,EQ,INE03Q201024,,,1,1,,,,,,,,1,,,1,
295,Go Fashion (India) Ltd.,Consumer Services,GOCOLORS,EQ,INE0BJS01011,,,1,1,,,,,,,,1,,,1,
296,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,,,1,1,,,,,,,,1,,,1,
297,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,GODREJAGRO,EQ,INE850D01014,,,1,1,,,,,,,,1,,,1,
298,Godrej Industries Ltd.,Fast Moving Consumer Goods,GODREJIND,EQ,INE233A01035,,,1,1,,1,,,1,,,1,,,,
299,Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020,,,1,1,,,,,,,,1,,1,1,1
300,Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025,,,1,1,,,,,,,,1,,1,1,1
301,Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032,,,1,1,,,,,,,,1,,,1,
302,Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023,,,1,1,,1,,,1,,,1,,,,
303,Gujarat Alkalies & Chemicals Ltd.,Chemicals,GUJALKALI,EQ,INE186A01019,,,1,1,,,,,,,,1,,,1,
304,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030,,,1,1,,,,,,,,1,,,1,
305,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011,,,1,1,,1,,,1,,,1,,,,
306,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013,,,1,1,,,,,,,,1,,1,1,
307,Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014,,,1,1,,,,,,,,1,,,1,
308,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025,,,1,1,,,,,,,,1,,,1,
309,H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01016,,,1,1,,,,,,,,1,,1,1,1
310,HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028,,,1,1,,,,,,,,1,,1,1,1
311,HLE Glascoat Ltd.,Capital Goods,HLEGLAS,EQ,INE461D01010,,,1,1,,,,,,,,1,,,1,
312,Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012,,,1,1,,1,,,1,,,1,,,,
313,Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,HATHWAY,EQ,INE982F01036,,,1,1,,,,,,,,1,,,1,
314,Hatsun Agro Product Ltd.,Fast Moving Consumer Goods,HATSUN,EQ,INE473B01035,,,1,1,,1,,,1,,,1,,,,
315,Hemisphere Properties India Ltd.,Realty,HEMIPROP,EQ,INE0AJG01018,,,1,1,,,,,,,,1,,,1,
316,Hikal Ltd.,Healthcare,HIKAL,EQ,INE475B01022,,,1,1,,,,,,,,1,,,1,
317,Hinduja Global Solutions Ltd.,Services,HGS,EQ,INE170I01016,,,1,1,,,,,,,,1,,,1,
318,Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026,,,1,1,,,,,,,,1,,1,1,1
319,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,,,1,1,,,,,,,,1,,,1,
320,Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025,,,1,1,,,,,,,,1,,,1,
321,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,,,1,1,,,,,,,,1,,,1,
322,IDFC Ltd.,Financial Services,IDFC,EQ,INE043D01016,,,1,1,,,,,,,,1,,1,1,1
323,IFB Industries Ltd.,Consumer Durables,IFBIND,EQ,INE559A01017,,,1,1,,,,,,,,1,,,1,
324,IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024,,,1,1,,,,,,,,1,,,1,
325,IIFL Wealth Management Ltd.,Financial Services,IIFLWAM,EQ,INE466L01020,,,1,1,,,,,,,,1,,,1,
326,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01014,,,1,1,,,,,,,,1,,1,1,
327,IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021,,,1,1,,,,,,,,1,,,1,
328,ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017,,,1,1,,,,,,,,1,,,1,
329,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012,,,1,1,,,,,,,,1,,,1,
330,Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN,EQ,INE148I01020,,,1,1,,,,,,,,1,,1,1,1
331,Indiabulls Real Estate Ltd.,Realty,IBREALEST,EQ,INE069I01010,,,1,1,,,,,,,,1,,,1,
332,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,,,1,1,,,,,,,,1,,1,1,1
333,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010,,,1,1,,1,,,1,,,1,,,,
334,Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012,,,1,1,,,,,,,,1,,1,1,1
335,Indo Count Industries Ltd.,Textiles,ICIL,EQ,INE483B01026,,,1,1,,,,,,,,1,,,1,
336,Indoco Remedies Ltd.,Healthcare,INDOCO,EQ,INE873D01024,,,1,1,,,,,,,,1,,,1,
337,Infibeam Avenues Ltd.,Information Technology,INFIBEAM,EQ,INE483S01020,,,1,1,,,,,,,,1,,,1,
338,Inox Leisure Ltd.,Media Entertainment & Publication,INOXLEISUR,EQ,INE312H01016,,,1,1,,,,,,,,1,,,1,
339,Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017,,,1,1,,,,,,,,1,,1,1,1
340,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01028,,,1,1,,,,,,,,1,,1,1,1
341,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,,,1,1,,1,,,1,,,1,,,,
342,JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032,,,1,1,,,,,,,,1,,1,1,
343,JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012,,,1,1,,,,,,,,1,,,1,
344,JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,,,1,1,,,,,,,,1,,1,1,
345,Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032,,,1,1,,,,,,,,1,,,1,
346,Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,,,1,1,,,,,,,,1,,1,1,
347,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,,,1,1,,,,,,,,1,,1,1,1
348,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,,,1,1,,,,,,,,1,,,1,
349,Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,,,1,1,,,,,,,,1,,1,1,
350,Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,,,1,1,,,,,,,,1,,,1,
351,K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,,,1,1,,,,,,,,1,,,1,
352,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,,,1,1,,,,,,,,1,,1,1,
353,KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,,,1,1,,,,,,,,1,,,1,
354,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,,,1,1,,,,,,,,1,,1,1,1
355,KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,,,1,1,,,,,,,,1,,,1,
356,Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,,,1,1,,1,,,1,,,1,,,,
357,Kalpataru Power Transmission Ltd.,Construction,KALPATPOWR,EQ,INE220B01022,,,1,1,,,,,,,,1,,,1,
358,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,,,1,1,,,,,,,,1,,1,1,
359,Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,,,1,1,,1,,,1,,,1,,,,
360,Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,,,1,1,,,,,,,,1,,,1,
361,Kec International Ltd.,Capital Goods,KEC,EQ,INE389H01022,,,1,1,,,,,,,,1,,1,1,
362,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01017,,,1,1,,,,,,,,1,,,1,
363,Lakshmi Machine Works Ltd.,Capital Goods,LAXMIMACH,EQ,INE269B01029,,,1,1,,,,,,,,1,,,1,
364,Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,,,1,1,,,,,,,,1,,1,1,1
365,Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020,,,1,1,,,,,,,,1,,1,1,1
366,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,,,1,1,,1,,,1,,,1,,,,
367,Lux Industries Ltd.,Textiles,LUXIND,EQ,INE150G01020,,,1,1,,,,,,,,1,,1,1,
368,MMTC Ltd.,Services,MMTC,EQ,INE123F01029,,,1,1,,,,,,,,1,,1,1,
369,MOIL Ltd.,Metals & Mining,MOIL,EQ,INE490G01020,,,1,1,,,,,,,,1,,,1,
370,MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014,,,1,1,,,,,,,,1,,,1,
371,Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029,,,1,1,,1,,,1,,,1,,,,
372,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,,,1,1,,,,,,,,1,,1,1,
373,Mahindra CIE Automotive Ltd.,Automobile and Auto Components,MAHINDCIE,EQ,INE536H01010,,,1,1,,,,,,,,1,,,1,
374,Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010,,,1,1,,,,,,,,1,,,1,
375,Mahindra Logistics Ltd.,Services,MAHLOG,EQ,INE766P01016,,,1,1,,,,,,,,1,,,1,
376,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,,,1,1,,,,,,,,1,,,1,
377,Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,,,1,1,,,,,,,,1,,1,1,
378,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012,,,1,1,,,,,,,,1,,,1,
379,Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022,,,1,1,,,,,,,,1,,1,1,1
380,Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021,,,1,1,,,,,,,,1,,1,1,1
381,Minda Industries Ltd.,Automobile and Auto Components,MINDAIND,EQ,INE405E01023,,,1,1,,1,,,1,,,1,,,,
382,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,,,1,1,,,,,,,,1,,1,1,
383,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,,,1,1,,,,,,,,1,,1,1,1
384,NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,,,1,1,,1,,,1,,,1,,,,
385,NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,,,1,1,,,,,,,,1,,1,1,1
386,NCC Ltd.,Construction,NCC,EQ,INE868B01028,,,1,1,,,,,,,,1,,,1,
387,NESCO Ltd.,Services,NESCO,EQ,INE317F01035,,,1,1,,,,,,,,1,,,1,
388,NHPC Ltd.,Power,NHPC,EQ,INE848E01016,,,1,1,,1,,,1,,,1,,,,
389,NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,,,1,1,,,,,,,,1,,,1,
390,NOCIL Ltd.,Chemicals,NOCIL,EQ,INE163A01018,,,1,1,,,,,,,,1,,,1,
391,Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,,,1,1,,,,,,,,1,,,1,
392,Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA,EQ,INE418L01021,,,1,1,,,,,,,,1,,,1,
393,Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,,,1,1,,,,,,,,1,,,1,
394,Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016,,,1,1,,1,,,1,,,1,,,,
395,Orient Electric Ltd.,Consumer Durables,ORIENTELEC,EQ,INE142Z01019,,,1,1,,,,,,,,1,,,1,
396,PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031,,,1,1,,,,,,,,1,,,1,
397,PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,,,1,1,,,,,,,,1,,1,1,1
398,PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029,,,1,1,,,,,,,,1,,,1,
399,PVR Ltd.,Media Entertainment & Publication,PVR,EQ,INE191H01014,,,1,1,,,,,,,,1,,1,1,1
400,Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018,,,1,1,,1,,,1,,,1,,,,
401,Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,,,1,1,,1,,,1,,,1,,,,
402,Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,,,1,1,,,,,,,,1,,,1,
403,Polyplex Corporation Ltd.,Capital Goods,POLYPLEX,EQ,INE633B01018,,,1,1,,,,,,,,1,,,1,
404,Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,,,1,1,,,,,,,,1,,1,1,1
405,Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025,,,1,1,,,,,,,,1,,,1,
406,Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016,,,1,1,,,,,,,,1,,1,1,
407,Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011,,,1,1,,,,,,,,1,,,1,
408,Privi Speciality Chemicals Ltd.,Chemicals,PRIVISCL,EQ,INE959A01019,,,1,1,,,,,,,,1,,,1,
409,Procter & Gamble Health Ltd.,Healthcare,PGHL,EQ,INE199A01012,,,1,1,,,,,,,,1,,,1,
410,Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015,,,1,1,,,,,,,,1,,1,1,
411,RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028,,,1,1,,,,,,,,1,,1,1,1
412,RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012,,,1,1,,,,,,,,1,,,1,
413,RITES Ltd.,Construction,RITES,EQ,INE320J01015,,,1,1,,,,,,,,1,,,1,
414,Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,,,1,1,,,,,,,,1,,1,1,1
415,Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,,,1,1,,,,,,,,1,,1,1,
416,Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019,,,1,1,,,,,,,,1,,,1,
417,Rain Industries Ltd,Chemicals,RAIN,EQ,INE855B01025,,,1,1,,,,,,,,1,,1,1,
418,Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030,,,1,1,,1,,,1,,,1,,,,
419,Rallis India Ltd.,Chemicals,RALLIS,EQ,INE613A01020,,,1,1,,,,,,,,1,,,1,
420,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,,,1,1,,,,,,,,1,,,1,
421,Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027,,,1,1,,,,,,,,1,,,1,
422,RattanIndia Enterprises Ltd.,Services,RTNINDIA,EQ,INE834M01019,,,1,1,,,,,,,,1,,,1,
423,Redington (India) Ltd.,Services,REDINGTON,EQ,INE891D01026,,,1,1,,,,,,,,1,,1,1,
424,Relaxo Footwears Ltd.,Consumer Durables,RELAXO,EQ,INE131B01039,,,1,1,,1,,,1,,,1,,,,
425,Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019,,,1,1,,,,,,,,1,,,1,
426,Rossari Biotech Ltd.,Chemicals,ROSSARI,EQ,INE02A801020,,,1,1,,,,,,,,1,,1,1,
427,Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017,,,1,1,,,,,,,,1,,1,1,1
428,SIS Ltd.,Services,SIS,EQ,INE285J01028,,,1,1,,,,,,,,1,,,1,
